Bus Stop Start,Bus Stop End,Estimated Fare,Estimated Time
Karol Bagh,Gurgaon,33.22,74
Red Fort,Chandni Chowk,52.6,79
Hauz Khas,Rajiv Chowk,85.08,86
Connaught Place,Red Fort,30.74,168
Karol Bagh,Hauz Khas,48.4,178
Chandni Chowk,Nehru Place,64.94,155
Chandni Chowk,Karol Bagh,59.11,166
Nehru Place,Gurgaon,97.73,38
India Gate,Red Fort,71.23,21
Karol Bagh,Chandni Chowk,76.6,103
Rajiv Chowk,Delhi University,97.03,75
Connaught Place,Chandni Chowk,47.3,114
Gurgaon,Delhi University,41.98,138
Red Fort,Connaught Place,13.95,118
Karol Bagh,Red Fort,26.58,165
Hauz Khas,Delhi University,31.35,89
Gurgaon,Chandni Chowk,26.52,117
Gurgaon,Nehru Place,77.93,26
Nehru Place,Chandni Chowk,58.23,100
Red Fort,Karol Bagh,70.09,87
Gurgaon,Karol Bagh,83.84,35
Rajiv Chowk,India Gate,30.77,161
Red Fort,Rajiv Chowk,39.33,70
Delhi University,Connaught Place,73.75,157
Hauz Khas,Connaught Place,45.35,75
Delhi University,Karol Bagh,12.63,117
Nehru Place,Red Fort,49.15,178
Chandni Chowk,Delhi University,91.74,78
Connaught Place,Delhi University,46.81,153
Nehru Place,Rajiv Chowk,39.9,31
Delhi University,India Gate,99.06,29
Red Fort,Delhi University,68.0,166
Gurgaon,Red Fort,42.94,148
Connaught Place,India Gate,19.18,34
Gurgaon,Hauz Khas,80.91,163
Nehru Place,Delhi University,73.73,17
Nehru Place,Connaught Place,92.97,158
Hauz Khas,Red Fort,29.55,109
Delhi University,Gurgaon,20.34,153
India Gate,Karol Bagh,75.17,142
Connaught Place,Hauz Khas,28.31,117
Hauz Khas,Gurgaon,25.85,110
Delhi University,Chandni Chowk,38.78,106
Nehru Place,Karol Bagh,83.51,113
Karol Bagh,Delhi University,58.56,95
Hauz Khas,India Gate,14.13,125
Delhi University,Rajiv Chowk,51.75,139
Rajiv Chowk,Chandni Chowk,71.56,33
Gurgaon,Rajiv Chowk,58.45,74
India Gate,Rajiv Chowk,61.52,24
Red Fort,Gurgaon,30.23,47
Karol Bagh,Nehru Place,86.3,62
Nehru Place,India Gate,60.53,108
India Gate,Gurgaon,74.19,140
Connaught Place,Rajiv Chowk,98.37,124
Red Fort,Nehru Place,48.54,107
Chandni Chowk,Red Fort,89.3,155
Rajiv Chowk,Hauz Khas,10.66,54
Delhi University,Nehru Place,13.01,37
Red Fort,Hauz Khas,63.13,161
India Gate,Nehru Place,38.03,109
Chandni Chowk,Rajiv Chowk,32.34,75
Hauz Khas,Karol Bagh,35.01,81
Rajiv Chowk,Gurgaon,38.66,67
Chandni Chowk,India Gate,75.61,85
Rajiv Chowk,Connaught Place,61.23,20
Rajiv Chowk,Nehru Place,81.01,18
Gurgaon,Connaught Place,84.72,24
India Gate,Delhi University,85.86,105
Chandni Chowk,Gurgaon,47.32,36
Rajiv Chowk,Karol Bagh,47.91,61
Karol Bagh,India Gate,93.36,179
Red Fort,India Gate,69.56,51
Hauz Khas,Chandni Chowk,17.24,55
Hauz Khas,Nehru Place,58.8,105
Rajiv Chowk,Red Fort,42.04,164
Chandni Chowk,Hauz Khas,98.87,111
Chandni Chowk,Connaught Place,11.23,87
India Gate,Hauz Khas,65.1,19
Connaught Place,Nehru Place,75.13,31
Connaught Place,Gurgaon,36.0,12
Delhi University,Hauz Khas,97.63,170
Delhi University,Red Fort,87.36,78
India Gate,Chandni Chowk,92.41,134
Gurgaon,India Gate,11.73,178
Nehru Place,Hauz Khas,61.29,16
India Gate,Connaught Place,36.52,63
Karol Bagh,Rajiv Chowk,86.41,128
Karol Bagh,Connaught Place,66.96,113
Connaught Place,Karol Bagh,58.5,62
Karol Bagh,Gurgaon,20.31,72
Red Fort,Chandni Chowk,58.62,73
Hauz Khas,Rajiv Chowk,66.87,129
Connaught Place,Red Fort,96.03,68
Karol Bagh,Hauz Khas,62.65,96
Chandni Chowk,Nehru Place,97.07,86
Chandni Chowk,Karol Bagh,96.54,26
Nehru Place,Gurgaon,68.52,77
India Gate,Red Fort,55.53,34
Karol Bagh,Chandni Chowk,51.94,143
Rajiv Chowk,Delhi University,90.13,20
Connaught Place,Chandni Chowk,12.54,114
Gurgaon,Delhi University,20.24,99
Red Fort,Connaught Place,19.19,36
Karol Bagh,Red Fort,78.12,163
Hauz Khas,Delhi University,40.57,35
Gurgaon,Chandni Chowk,67.42,79
Gurgaon,Nehru Place,64.34,37
Nehru Place,Chandni Chowk,44.72,43
Red Fort,Karol Bagh,57.84,12
Gurgaon,Karol Bagh,68.06,49
Rajiv Chowk,India Gate,94.69,161
Red Fort,Rajiv Chowk,61.81,44
Delhi University,Connaught Place,65.29,140
Hauz Khas,Connaught Place,16.11,110
Delhi University,Karol Bagh,95.7,37
Nehru Place,Red Fort,57.53,165
Chandni Chowk,Delhi University,82.11,95
Connaught Place,Delhi University,14.53,27
Nehru Place,Rajiv Chowk,47.88,82
Delhi University,India Gate,33.13,146
Red Fort,Delhi University,34.03,55
Gurgaon,Red Fort,81.23,23
Connaught Place,India Gate,66.15,30
Gurgaon,Hauz Khas,49.58,122
Nehru Place,Delhi University,10.95,159
Nehru Place,Connaught Place,96.84,97
Hauz Khas,Red Fort,96.58,139
Delhi University,Gurgaon,29.58,176
India Gate,Karol Bagh,13.72,66
Connaught Place,Hauz Khas,57.72,85
Hauz Khas,Gurgaon,95.63,162
Delhi University,Chandni Chowk,91.94,103
Nehru Place,Karol Bagh,62.62,169
Karol Bagh,Delhi University,37.32,159
Hauz Khas,India Gate,39.7,75
Delhi University,Rajiv Chowk,90.81,105
Rajiv Chowk,Chandni Chowk,54.26,148
Gurgaon,Rajiv Chowk,21.8,58
India Gate,Rajiv Chowk,32.36,116
Red Fort,Gurgaon,34.91,31
Karol Bagh,Nehru Place,21.12,142
Nehru Place,India Gate,51.67,133
India Gate,Gurgaon,92.44,118
Connaught Place,Rajiv Chowk,70.19,105
Red Fort,Nehru Place,16.52,53
Chandni Chowk,Red Fort,10.49,82
Rajiv Chowk,Hauz Khas,34.86,160
Delhi University,Nehru Place,42.64,49
Red Fort,Hauz Khas,79.91,178
India Gate,Nehru Place,97.03,44
Chandni Chowk,Rajiv Chowk,44.88,45
Hauz Khas,Karol Bagh,71.8,174
Rajiv Chowk,Gurgaon,99.54,59
Chandni Chowk,India Gate,77.11,28
Rajiv Chowk,Connaught Place,67.26,151
Rajiv Chowk,Nehru Place,17.03,64
Gurgaon,Connaught Place,39.09,57
India Gate,Delhi University,92.21,149
Chandni Chowk,Gurgaon,28.09,136
Rajiv Chowk,Karol Bagh,85.92,132
Karol Bagh,India Gate,72.67,179
Red Fort,India Gate,42.97,155
Hauz Khas,Chandni Chowk,57.63,155
Hauz Khas,Nehru Place,58.85,171
Rajiv Chowk,Red Fort,74.26,50
Chandni Chowk,Hauz Khas,56.49,173
Chandni Chowk,Connaught Place,21.98,44
India Gate,Hauz Khas,79.61,101
Connaught Place,Nehru Place,46.56,125
Connaught Place,Gurgaon,96.68,42
Delhi University,Hauz Khas,35.52,162
Delhi University,Red Fort,33.68,133
India Gate,Chandni Chowk,40.02,19
Gurgaon,India Gate,61.51,101
Nehru Place,Hauz Khas,90.54,164
India Gate,Connaught Place,25.87,23
Karol Bagh,Rajiv Chowk,35.17,174
Karol Bagh,Connaught Place,62.35,52
Connaught Place,Karol Bagh,50.89,34
Karol Bagh,Gurgaon,50.26,58
Red Fort,Chandni Chowk,83.87,61
Hauz Khas,Rajiv Chowk,93.15,169
Connaught Place,Red Fort,53.32,170
Karol Bagh,Hauz Khas,71.86,100
Chandni Chowk,Nehru Place,82.1,146
Chandni Chowk,Karol Bagh,56.65,27
Nehru Place,Gurgaon,36.49,121
India Gate,Red Fort,67.43,160
Karol Bagh,Chandni Chowk,62.66,167
Rajiv Chowk,Delhi University,91.14,10
Connaught Place,Chandni Chowk,14.72,16
Gurgaon,Delhi University,91.91,159
Red Fort,Connaught Place,58.1,92
Karol Bagh,Red Fort,11.41,127
Hauz Khas,Delhi University,41.02,125
Gurgaon,Chandni Chowk,75.19,33
Gurgaon,Nehru Place,53.96,68
Nehru Place,Chandni Chowk,98.21,149
Red Fort,Karol Bagh,48.03,64
Gurgaon,Karol Bagh,39.4,74
Rajiv Chowk,India Gate,83.95,34
Red Fort,Rajiv Chowk,59.31,51
Delhi University,Connaught Place,71.41,44
Hauz Khas,Connaught Place,82.51,146
Delhi University,Karol Bagh,70.43,173
Nehru Place,Red Fort,48.02,142
Chandni Chowk,Delhi University,21.23,174
Connaught Place,Delhi University,62.22,76
Nehru Place,Rajiv Chowk,90.77,150
Delhi University,India Gate,47.7,73
Red Fort,Delhi University,91.97,99
Gurgaon,Red Fort,55.32,134
Connaught Place,India Gate,65.88,34
Gurgaon,Hauz Khas,84.97,43
Nehru Place,Delhi University,60.81,54
Nehru Place,Connaught Place,18.19,66
Hauz Khas,Red Fort,98.29,147
Delhi University,Gurgaon,32.13,142
India Gate,Karol Bagh,73.95,85
Connaught Place,Hauz Khas,55.46,114
Hauz Khas,Gurgaon,53.09,36
Delhi University,Chandni Chowk,31.95,19
Nehru Place,Karol Bagh,74.99,99
Karol Bagh,Delhi University,20.15,133
Hauz Khas,India Gate,99.14,83
Delhi University,Rajiv Chowk,86.08,166
Rajiv Chowk,Chandni Chowk,58.11,99
Gurgaon,Rajiv Chowk,48.21,78
India Gate,Rajiv Chowk,35.78,40
Red Fort,Gurgaon,55.14,57
Karol Bagh,Nehru Place,89.15,171
Nehru Place,India Gate,34.75,127
India Gate,Gurgaon,55.05,103
Connaught Place,Rajiv Chowk,31.11,63
Red Fort,Nehru Place,40.34,90
Chandni Chowk,Red Fort,27.12,105
Rajiv Chowk,Hauz Khas,99.15,176
Delhi University,Nehru Place,61.43,75
Red Fort,Hauz Khas,75.95,168
India Gate,Nehru Place,18.84,51
Chandni Chowk,Rajiv Chowk,42.95,175
Hauz Khas,Karol Bagh,90.34,52
Rajiv Chowk,Gurgaon,17.6,11
Chandni Chowk,India Gate,24.89,15
Rajiv Chowk,Connaught Place,66.29,152
Rajiv Chowk,Nehru Place,66.05,147
Gurgaon,Connaught Place,85.44,77
India Gate,Delhi University,94.19,40
Chandni Chowk,Gurgaon,22.78,161
Rajiv Chowk,Karol Bagh,33.34,91
Karol Bagh,India Gate,48.47,148
Red Fort,India Gate,10.08,57
Hauz Khas,Chandni Chowk,16.28,144
Hauz Khas,Nehru Place,30.38,80
Rajiv Chowk,Red Fort,53.3,31
Chandni Chowk,Hauz Khas,32.64,173
Chandni Chowk,Connaught Place,88.9,37
India Gate,Hauz Khas,39.18,154
Connaught Place,Nehru Place,93.22,48
Connaught Place,Gurgaon,97.73,174
Delhi University,Hauz Khas,50.49,17
Delhi University,Red Fort,30.44,24
India Gate,Chandni Chowk,36.25,47
Gurgaon,India Gate,79.87,41
Nehru Place,Hauz Khas,34.6,82
India Gate,Connaught Place,44.25,173
Karol Bagh,Rajiv Chowk,53.07,81
Karol Bagh,Connaught Place,61.76,97
Connaught Place,Karol Bagh,99.65,68
Karol Bagh,Gurgaon,30.9,77
Red Fort,Chandni Chowk,41.81,117
Hauz Khas,Rajiv Chowk,33.66,114
Connaught Place,Red Fort,42.5,134
Karol Bagh,Hauz Khas,19.07,63
Chandni Chowk,Nehru Place,42.38,165
Chandni Chowk,Karol Bagh,89.91,46
Nehru Place,Gurgaon,36.87,171
India Gate,Red Fort,43.47,178
Karol Bagh,Chandni Chowk,95.0,119
Rajiv Chowk,Delhi University,75.55,178
Connaught Place,Chandni Chowk,56.51,41
Gurgaon,Delhi University,79.95,124
Red Fort,Connaught Place,21.09,96
Karol Bagh,Red Fort,51.8,13
Hauz Khas,Delhi University,20.64,118
Gurgaon,Chandni Chowk,31.03,10
Gurgaon,Nehru Place,22.77,42
Nehru Place,Chandni Chowk,42.56,143
Red Fort,Karol Bagh,44.35,17
Gurgaon,Karol Bagh,95.26,153
Rajiv Chowk,India Gate,33.77,119
Red Fort,Rajiv Chowk,52.52,85
Delhi University,Connaught Place,83.02,43
Hauz Khas,Connaught Place,83.41,172
Delhi University,Karol Bagh,77.53,42
Nehru Place,Red Fort,35.91,72
Chandni Chowk,Delhi University,54.55,56
Connaught Place,Delhi University,26.76,76
Nehru Place,Rajiv Chowk,26.96,66
Delhi University,India Gate,49.23,41
Red Fort,Delhi University,76.47,90
Gurgaon,Red Fort,57.39,20
Connaught Place,India Gate,89.8,32
Gurgaon,Hauz Khas,84.78,152
Nehru Place,Delhi University,12.84,173
Nehru Place,Connaught Place,61.16,77
Hauz Khas,Red Fort,64.82,116
Delhi University,Gurgaon,96.54,58
India Gate,Karol Bagh,12.09,116
Connaught Place,Hauz Khas,57.8,68
Hauz Khas,Gurgaon,28.43,55
Delhi University,Chandni Chowk,14.83,131
Nehru Place,Karol Bagh,62.87,107
Karol Bagh,Delhi University,79.53,158
Hauz Khas,India Gate,79.74,177
Delhi University,Rajiv Chowk,12.73,108
Rajiv Chowk,Chandni Chowk,46.63,64
Gurgaon,Rajiv Chowk,14.01,106
India Gate,Rajiv Chowk,32.31,107
Red Fort,Gurgaon,27.36,58
Karol Bagh,Nehru Place,29.37,95
Nehru Place,India Gate,40.52,138
India Gate,Gurgaon,34.97,32
Connaught Place,Rajiv Chowk,96.61,73
Red Fort,Nehru Place,41.72,91
Chandni Chowk,Red Fort,90.48,47
Rajiv Chowk,Hauz Khas,26.29,134
Delhi University,Nehru Place,78.74,55
Red Fort,Hauz Khas,15.52,57
India Gate,Nehru Place,51.65,18
Chandni Chowk,Rajiv Chowk,10.5,51
Hauz Khas,Karol Bagh,82.93,171
Rajiv Chowk,Gurgaon,95.54,95
Chandni Chowk,India Gate,13.16,111
Rajiv Chowk,Connaught Place,94.05,106
Rajiv Chowk,Nehru Place,79.65,27
Gurgaon,Connaught Place,42.3,36
India Gate,Delhi University,91.8,15
Chandni Chowk,Gurgaon,36.66,160
Rajiv Chowk,Karol Bagh,46.84,66
Karol Bagh,India Gate,18.7,83
Red Fort,India Gate,69.12,53
Hauz Khas,Chandni Chowk,12.66,159
Hauz Khas,Nehru Place,53.64,73
Rajiv Chowk,Red Fort,71.49,163
Chandni Chowk,Hauz Khas,83.91,153
Chandni Chowk,Connaught Place,23.49,171
India Gate,Hauz Khas,77.87,124
Connaught Place,Nehru Place,74.72,72
Connaught Place,Gurgaon,60.36,151
Delhi University,Hauz Khas,62.62,22
Delhi University,Red Fort,18.21,140
India Gate,Chandni Chowk,64.04,94
Gurgaon,India Gate,44.34,72
Nehru Place,Hauz Khas,88.08,10
India Gate,Connaught Place,38.18,29
Karol Bagh,Rajiv Chowk,61.89,173
Karol Bagh,Connaught Place,48.39,96
Connaught Place,Karol Bagh,88.86,29
Karol Bagh,Gurgaon,32.85,133
Red Fort,Chandni Chowk,17.09,139
Hauz Khas,Rajiv Chowk,77.38,40
Connaught Place,Red Fort,47.16,125
Karol Bagh,Hauz Khas,63.02,35
Chandni Chowk,Nehru Place,12.38,59
Chandni Chowk,Karol Bagh,95.69,27
Nehru Place,Gurgaon,88.99,90
India Gate,Red Fort,66.15,25
Karol Bagh,Chandni Chowk,11.53,35
Rajiv Chowk,Delhi University,44.02,89
Connaught Place,Chandni Chowk,98.09,67
Gurgaon,Delhi University,71.32,178
Red Fort,Connaught Place,24.49,37
Karol Bagh,Red Fort,51.45,20
Hauz Khas,Delhi University,97.01,18
Gurgaon,Chandni Chowk,58.12,158
Gurgaon,Nehru Place,12.22,99
Nehru Place,Chandni Chowk,65.78,66
Red Fort,Karol Bagh,34.41,147
Gurgaon,Karol Bagh,18.9,120
Rajiv Chowk,India Gate,46.26,105
Red Fort,Rajiv Chowk,60.27,173
Delhi University,Connaught Place,11.53,147
Hauz Khas,Connaught Place,60.31,26
Delhi University,Karol Bagh,56.01,113
Nehru Place,Red Fort,81.45,23
Chandni Chowk,Delhi University,48.12,122
Connaught Place,Delhi University,59.81,50
Nehru Place,Rajiv Chowk,76.78,107
Delhi University,India Gate,90.74,121
Red Fort,Delhi University,44.2,117
Gurgaon,Red Fort,64.15,157
Connaught Place,India Gate,72.51,132
Gurgaon,Hauz Khas,13.89,150
Nehru Place,Delhi University,82.07,19
Nehru Place,Connaught Place,43.97,51
Hauz Khas,Red Fort,70.32,26
Delhi University,Gurgaon,52.45,45
India Gate,Karol Bagh,73.21,79
Connaught Place,Hauz Khas,75.19,171
Hauz Khas,Gurgaon,27.24,45
Delhi University,Chandni Chowk,69.6,103
Nehru Place,Karol Bagh,86.62,59
Karol Bagh,Delhi University,31.2,42
Hauz Khas,India Gate,78.24,86
Delhi University,Rajiv Chowk,67.04,173
Rajiv Chowk,Chandni Chowk,95.96,117
Gurgaon,Rajiv Chowk,33.42,55
India Gate,Rajiv Chowk,23.88,14
Red Fort,Gurgaon,38.09,133
Karol Bagh,Nehru Place,33.22,15
Nehru Place,India Gate,78.11,179
India Gate,Gurgaon,75.98,99
Connaught Place,Rajiv Chowk,70.27,99
Red Fort,Nehru Place,29.47,63
Chandni Chowk,Red Fort,87.56,13
Rajiv Chowk,Hauz Khas,96.09,54
Delhi University,Nehru Place,57.84,37
Red Fort,Hauz Khas,68.44,99
India Gate,Nehru Place,55.06,54
Chandni Chowk,Rajiv Chowk,35.52,179
Hauz Khas,Karol Bagh,35.75,100
Rajiv Chowk,Gurgaon,38.21,94
Chandni Chowk,India Gate,27.18,22
Rajiv Chowk,Connaught Place,91.17,91
Rajiv Chowk,Nehru Place,87.26,103
Gurgaon,Connaught Place,51.55,83
India Gate,Delhi University,43.05,109
Chandni Chowk,Gurgaon,94.52,29
Rajiv Chowk,Karol Bagh,30.01,158
Karol Bagh,India Gate,59.82,137
Red Fort,India Gate,14.9,47
Hauz Khas,Chandni Chowk,27.21,21
Hauz Khas,Nehru Place,64.36,156
Rajiv Chowk,Red Fort,69.6,129
Chandni Chowk,Hauz Khas,62.29,44
Chandni Chowk,Connaught Place,88.26,64
India Gate,Hauz Khas,99.41,163
Connaught Place,Nehru Place,78.75,92
Connaught Place,Gurgaon,51.86,116
Delhi University,Hauz Khas,85.05,147
Delhi University,Red Fort,20.83,37
India Gate,Chandni Chowk,71.49,33
Gurgaon,India Gate,56.65,11
Nehru Place,Hauz Khas,26.03,157
India Gate,Connaught Place,97.56,132
Karol Bagh,Rajiv Chowk,40.46,16
Karol Bagh,Connaught Place,65.39,38
Connaught Place,Karol Bagh,89.07,102
Karol Bagh,Gurgaon,55.6,105
Red Fort,Chandni Chowk,20.36,90
Hauz Khas,Rajiv Chowk,83.69,59
Connaught Place,Red Fort,41.79,111
Karol Bagh,Hauz Khas,98.48,121
Chandni Chowk,Nehru Place,89.54,113
Chandni Chowk,Karol Bagh,86.81,110
Nehru Place,Gurgaon,42.06,41
India Gate,Red Fort,78.14,75
Karol Bagh,Chandni Chowk,98.77,162
Rajiv Chowk,Delhi University,57.37,44
Connaught Place,Chandni Chowk,52.37,135
Gurgaon,Delhi University,11.32,110
Red Fort,Connaught Place,73.02,52
Karol Bagh,Red Fort,87.26,178
Hauz Khas,Delhi University,32.27,10
Gurgaon,Chandni Chowk,38.35,76
Gurgaon,Nehru Place,55.06,76
Nehru Place,Chandni Chowk,16.49,55
Red Fort,Karol Bagh,18.07,22
Gurgaon,Karol Bagh,47.9,113
Rajiv Chowk,India Gate,33.51,97
Red Fort,Rajiv Chowk,46.54,16
Delhi University,Connaught Place,50.89,96
Hauz Khas,Connaught Place,97.86,70
Delhi University,Karol Bagh,94.98,137
Nehru Place,Red Fort,22.58,61
Chandni Chowk,Delhi University,89.43,66
Connaught Place,Delhi University,17.22,74
Nehru Place,Rajiv Chowk,55.69,134
Delhi University,India Gate,24.75,158
Red Fort,Delhi University,42.93,46
Gurgaon,Red Fort,76.9,106
Connaught Place,India Gate,48.21,28
Gurgaon,Hauz Khas,82.63,173
Nehru Place,Delhi University,74.69,35
Nehru Place,Connaught Place,94.86,104
Hauz Khas,Red Fort,58.07,25
Delhi University,Gurgaon,82.19,32
India Gate,Karol Bagh,39.06,76
Connaught Place,Hauz Khas,41.12,33
Hauz Khas,Gurgaon,46.05,171
Delhi University,Chandni Chowk,46.98,127
Nehru Place,Karol Bagh,19.29,116
Karol Bagh,Delhi University,56.72,126
Hauz Khas,India Gate,18.71,115
Delhi University,Rajiv Chowk,90.08,69
Rajiv Chowk,Chandni Chowk,15.57,119
Gurgaon,Rajiv Chowk,50.47,29
India Gate,Rajiv Chowk,35.62,88
Red Fort,Gurgaon,23.94,48
Karol Bagh,Nehru Place,80.55,47
Nehru Place,India Gate,74.34,45
India Gate,Gurgaon,23.14,21
Connaught Place,Rajiv Chowk,66.95,112
Red Fort,Nehru Place,81.33,166
Chandni Chowk,Red Fort,79.6,52
Rajiv Chowk,Hauz Khas,18.31,51
Delhi University,Nehru Place,71.7,88
Red Fort,Hauz Khas,74.44,50
India Gate,Nehru Place,87.59,124
Chandni Chowk,Rajiv Chowk,55.72,173
Hauz Khas,Karol Bagh,51.5,175
Rajiv Chowk,Gurgaon,96.86,65
Chandni Chowk,India Gate,81.69,44
Rajiv Chowk,Connaught Place,60.29,41
Rajiv Chowk,Nehru Place,39.76,157
Gurgaon,Connaught Place,86.07,67
India Gate,Delhi University,50.99,111
Chandni Chowk,Gurgaon,18.34,33
Rajiv Chowk,Karol Bagh,50.94,86
Karol Bagh,India Gate,88.48,90
Red Fort,India Gate,50.35,107
Hauz Khas,Chandni Chowk,11.29,40
Hauz Khas,Nehru Place,65.03,101
Rajiv Chowk,Red Fort,99.62,141
Chandni Chowk,Hauz Khas,83.55,96
Chandni Chowk,Connaught Place,65.55,139
India Gate,Hauz Khas,92.3,24
Connaught Place,Nehru Place,83.22,165
Connaught Place,Gurgaon,54.88,138
Delhi University,Hauz Khas,63.21,19
Delhi University,Red Fort,75.82,45
India Gate,Chandni Chowk,86.18,88
Gurgaon,India Gate,15.24,42
Nehru Place,Hauz Khas,79.73,164
India Gate,Connaught Place,50.28,22
Karol Bagh,Rajiv Chowk,69.47,62
Karol Bagh,Connaught Place,78.82,88
Connaught Place,Karol Bagh,58.56,29
Karol Bagh,Gurgaon,24.27,103
Red Fort,Chandni Chowk,46.86,128
Hauz Khas,Rajiv Chowk,16.92,133
Connaught Place,Red Fort,72.04,91
Karol Bagh,Hauz Khas,95.83,80
Chandni Chowk,Nehru Place,81.57,171
Chandni Chowk,Karol Bagh,45.08,53
Nehru Place,Gurgaon,62.59,10
India Gate,Red Fort,37.38,67
Karol Bagh,Chandni Chowk,58.69,160
Rajiv Chowk,Delhi University,37.07,24
Connaught Place,Chandni Chowk,76.45,110
Gurgaon,Delhi University,33.34,79
Red Fort,Connaught Place,96.76,20
Karol Bagh,Red Fort,69.58,77
Hauz Khas,Delhi University,16.19,14
Gurgaon,Chandni Chowk,10.97,70
Gurgaon,Nehru Place,99.73,62
Nehru Place,Chandni Chowk,29.85,143
Red Fort,Karol Bagh,38.13,21
Gurgaon,Karol Bagh,28.76,70
Rajiv Chowk,India Gate,93.53,151
Red Fort,Rajiv Chowk,68.68,150
Delhi University,Connaught Place,55.39,145
Hauz Khas,Connaught Place,60.19,66
Delhi University,Karol Bagh,38.61,143
Nehru Place,Red Fort,65.28,67
Chandni Chowk,Delhi University,47.76,148
Connaught Place,Delhi University,27.93,168
Nehru Place,Rajiv Chowk,69.09,141
Delhi University,India Gate,43.65,132
Red Fort,Delhi University,80.66,71
Gurgaon,Red Fort,47.39,139
Connaught Place,India Gate,55.74,53
Gurgaon,Hauz Khas,80.87,154
Nehru Place,Delhi University,50.31,177
Nehru Place,Connaught Place,96.96,155
Hauz Khas,Red Fort,81.37,62
Delhi University,Gurgaon,84.38,132
India Gate,Karol Bagh,95.85,122
Connaught Place,Hauz Khas,45.0,17
Hauz Khas,Gurgaon,62.21,156
Delhi University,Chandni Chowk,72.42,159
Nehru Place,Karol Bagh,70.61,160
Karol Bagh,Delhi University,95.76,40
Hauz Khas,India Gate,35.95,78
Delhi University,Rajiv Chowk,36.22,105
Rajiv Chowk,Chandni Chowk,92.62,141
Gurgaon,Rajiv Chowk,81.94,147
India Gate,Rajiv Chowk,28.3,147
Red Fort,Gurgaon,61.3,172
Karol Bagh,Nehru Place,77.12,104
Nehru Place,India Gate,41.77,86
India Gate,Gurgaon,49.09,146
Connaught Place,Rajiv Chowk,61.79,137
Red Fort,Nehru Place,52.04,34
Chandni Chowk,Red Fort,77.77,174
Rajiv Chowk,Hauz Khas,10.53,129
Delhi University,Nehru Place,49.12,19
Red Fort,Hauz Khas,40.38,16
India Gate,Nehru Place,64.82,18
Chandni Chowk,Rajiv Chowk,79.84,91
Hauz Khas,Karol Bagh,16.85,83
Rajiv Chowk,Gurgaon,24.23,132
Chandni Chowk,India Gate,69.86,139
Rajiv Chowk,Connaught Place,76.46,174
Rajiv Chowk,Nehru Place,62.94,10
Gurgaon,Connaught Place,98.45,68
India Gate,Delhi University,54.95,51
Chandni Chowk,Gurgaon,22.27,64
Rajiv Chowk,Karol Bagh,71.77,36
Karol Bagh,India Gate,64.19,172
Red Fort,India Gate,63.14,136
Hauz Khas,Chandni Chowk,59.13,17
Hauz Khas,Nehru Place,94.52,153
Rajiv Chowk,Red Fort,21.62,167
Chandni Chowk,Hauz Khas,16.59,71
Chandni Chowk,Connaught Place,23.87,60
India Gate,Hauz Khas,32.05,13
Connaught Place,Nehru Place,63.37,100
Connaught Place,Gurgaon,65.12,172
Delhi University,Hauz Khas,30.93,107
Delhi University,Red Fort,54.03,52
India Gate,Chandni Chowk,53.39,172
Gurgaon,India Gate,50.78,76
Nehru Place,Hauz Khas,82.32,75
India Gate,Connaught Place,52.45,21
Karol Bagh,Rajiv Chowk,78.25,128
Karol Bagh,Connaught Place,24.98,81
Connaught Place,Karol Bagh,57.88,173
Karol Bagh,Gurgaon,84.17,155
Red Fort,Chandni Chowk,25.99,114
Hauz Khas,Rajiv Chowk,51.84,47
Connaught Place,Red Fort,64.82,42
Karol Bagh,Hauz Khas,26.63,115
Chandni Chowk,Nehru Place,78.11,14
Chandni Chowk,Karol Bagh,17.11,105
Nehru Place,Gurgaon,95.18,174
India Gate,Red Fort,52.14,93
Karol Bagh,Chandni Chowk,40.25,35
Rajiv Chowk,Delhi University,20.51,39
Connaught Place,Chandni Chowk,48.93,17
Gurgaon,Delhi University,69.38,100
Red Fort,Connaught Place,18.5,144
Karol Bagh,Red Fort,37.56,169
Hauz Khas,Delhi University,85.24,77
Gurgaon,Chandni Chowk,68.16,14
Gurgaon,Nehru Place,28.57,11
Nehru Place,Chandni Chowk,24.48,86
Red Fort,Karol Bagh,91.4,146
Gurgaon,Karol Bagh,35.83,73
Rajiv Chowk,India Gate,26.16,43
Red Fort,Rajiv Chowk,100.0,171
Delhi University,Connaught Place,37.83,129
Hauz Khas,Connaught Place,21.23,39
Delhi University,Karol Bagh,51.56,167
Nehru Place,Red Fort,49.09,73
Chandni Chowk,Delhi University,93.41,163
Connaught Place,Delhi University,22.08,103
Nehru Place,Rajiv Chowk,18.2,66
Delhi University,India Gate,18.37,116
Red Fort,Delhi University,91.39,101
Gurgaon,Red Fort,50.44,50
Connaught Place,India Gate,23.55,118
Gurgaon,Hauz Khas,63.44,23
Nehru Place,Delhi University,58.39,100
Nehru Place,Connaught Place,27.86,34
Hauz Khas,Red Fort,64.27,108
Delhi University,Gurgaon,40.62,163
India Gate,Karol Bagh,31.45,175
Connaught Place,Hauz Khas,55.94,41
Hauz Khas,Gurgaon,36.25,25
Delhi University,Chandni Chowk,29.99,149
Nehru Place,Karol Bagh,89.18,155
Karol Bagh,Delhi University,24.02,38
Hauz Khas,India Gate,35.25,53
Delhi University,Rajiv Chowk,44.75,137
Rajiv Chowk,Chandni Chowk,34.63,30
