Date,Time,Bus Stop,Action,Number of Passengers
2024-09-06,12:30:00,Rajiv Chowk,Boarding,25
2024-09-06,12:35:00,Hauz Khas,Boarding,30
2024-09-06,12:40:00,Gurgaon,Boarding,25
2024-09-06,12:45:00,Nehru Place,Deboarding,22
2024-09-06,12:50:00,Gurgaon,Boarding,16
2024-09-06,12:55:00,Connaught Place,Boarding,18
2024-09-06,13:00:00,Hauz Khas,Deboarding,30
2024-09-06,13:05:00,Delhi University,Boarding,23
2024-09-06,13:10:00,Gurgaon,Boarding,24
2024-09-06,13:15:00,Karol Bagh,Boarding,13
2024-09-06,13:20:00,Gurgaon,Deboarding,17
2024-09-06,13:25:00,Hauz Khas,Deboarding,20
2024-09-06,13:30:00,Chandni Chowk,Deboarding,13
2024-09-06,13:35:00,Rajiv Chowk,Deboarding,15
2024-09-06,13:40:00,Karol Bagh,Boarding,14
2024-09-06,13:45:00,Gurgaon,Deboarding,27
2024-09-06,13:50:00,Delhi University,Deboarding,23
2024-09-06,13:55:00,Delhi University,Boarding,7
2024-09-06,14:00:00,Chandni Chowk,Deboarding,22
2024-09-06,14:05:00,Rajiv Chowk,Boarding,23
2024-09-06,14:10:00,Karol Bagh,Deboarding,23
2024-09-06,14:15:00,India Gate,Deboarding,18
2024-09-06,14:20:00,Nehru Place,Deboarding,22
2024-09-06,14:25:00,Delhi University,Deboarding,29
2024-09-06,14:30:00,Hauz Khas,Boarding,17
2024-09-06,14:35:00,India Gate,Boarding,13
2024-09-06,14:40:00,Karol Bagh,Boarding,22
2024-09-06,14:45:00,Connaught Place,Boarding,9
2024-09-06,14:50:00,Karol Bagh,Deboarding,22
2024-09-06,14:55:00,Red Fort,Boarding,27
2024-09-06,15:00:00,Connaught Place,Deboarding,7
2024-09-06,15:05:00,Delhi University,Boarding,12
2024-09-06,15:10:00,Nehru Place,Boarding,20
2024-09-06,15:15:00,Delhi University,Boarding,24
2024-09-06,15:20:00,Delhi University,Deboarding,8
2024-09-06,15:25:00,Delhi University,Deboarding,23
2024-09-06,15:30:00,Connaught Place,Deboarding,13
2024-09-06,15:35:00,Hauz Khas,Deboarding,18
2024-09-06,15:40:00,Connaught Place,Boarding,24
2024-09-06,15:45:00,Red Fort,Boarding,20
2024-09-06,15:50:00,Nehru Place,Boarding,30
2024-09-06,15:55:00,Rajiv Chowk,Boarding,25
2024-09-06,16:00:00,Chandni Chowk,Deboarding,15
2024-09-06,16:05:00,Karol Bagh,Boarding,6
2024-09-06,16:10:00,Karol Bagh,Boarding,13
2024-09-06,16:15:00,Connaught Place,Deboarding,9
2024-09-06,16:20:00,Delhi University,Deboarding,5
2024-09-06,16:25:00,Karol Bagh,Deboarding,1
2024-09-06,16:30:00,Rajiv Chowk,Deboarding,23
2024-09-06,16:35:00,Karol Bagh,Boarding,5
2024-09-06,16:40:00,Rajiv Chowk,Boarding,25
2024-09-06,16:45:00,Gurgaon,Deboarding,16
2024-09-06,16:50:00,Gurgaon,Deboarding,3
2024-09-06,16:55:00,Rajiv Chowk,Boarding,6
2024-09-06,17:00:00,Delhi University,Boarding,26
2024-09-06,17:05:00,Delhi University,Boarding,14
2024-09-06,17:10:00,Delhi University,Deboarding,3
2024-09-06,17:15:00,Rajiv Chowk,Boarding,29
2024-09-06,17:20:00,Chandni Chowk,Deboarding,11
2024-09-06,17:25:00,Rajiv Chowk,Deboarding,7
2024-09-06,17:30:00,Gurgaon,Deboarding,18
2024-09-06,17:35:00,Connaught Place,Boarding,22
2024-09-06,17:40:00,Rajiv Chowk,Deboarding,8
2024-09-06,17:45:00,Gurgaon,Boarding,2
2024-09-06,17:50:00,Rajiv Chowk,Deboarding,30
2024-09-06,17:55:00,India Gate,Deboarding,9
2024-09-06,18:00:00,Delhi University,Deboarding,1
2024-09-06,18:05:00,Delhi University,Deboarding,17
2024-09-06,18:10:00,Delhi University,Deboarding,16
2024-09-06,18:15:00,Connaught Place,Deboarding,29
2024-09-06,18:20:00,Chandni Chowk,Deboarding,17
2024-09-06,18:25:00,India Gate,Boarding,6
2024-09-06,18:30:00,Delhi University,Boarding,21
2024-09-06,18:35:00,India Gate,Boarding,22
2024-09-06,18:40:00,Chandni Chowk,Deboarding,27
2024-09-06,18:45:00,India Gate,Boarding,18
2024-09-06,18:50:00,Hauz Khas,Boarding,24
2024-09-06,18:55:00,Karol Bagh,Boarding,15
2024-09-06,19:00:00,Rajiv Chowk,Boarding,3
2024-09-06,19:05:00,India Gate,Boarding,6
2024-09-06,19:10:00,Red Fort,Boarding,19
2024-09-06,19:15:00,Chandni Chowk,Deboarding,14
2024-09-06,19:20:00,Hauz Khas,Deboarding,21
2024-09-06,19:25:00,Hauz Khas,Deboarding,11
2024-09-06,19:30:00,Connaught Place,Deboarding,22
2024-09-06,19:35:00,India Gate,Boarding,21
2024-09-06,19:40:00,Gurgaon,Boarding,25
2024-09-06,19:45:00,Gurgaon,Boarding,23
2024-09-06,19:50:00,India Gate,Deboarding,30
2024-09-06,19:55:00,Delhi University,Boarding,10
2024-09-06,20:00:00,Red Fort,Boarding,10
2024-09-06,20:05:00,Nehru Place,Deboarding,13
2024-09-06,20:10:00,Connaught Place,Deboarding,6
2024-09-06,20:15:00,Delhi University,Boarding,5
2024-09-06,20:20:00,Hauz Khas,Deboarding,21
2024-09-06,20:25:00,Karol Bagh,Deboarding,22
2024-09-06,20:30:00,Rajiv Chowk,Boarding,18
2024-09-06,20:35:00,Delhi University,Boarding,4
2024-09-06,20:40:00,Connaught Place,Boarding,19
2024-09-06,20:45:00,Gurgaon,Deboarding,18
2024-09-06,20:50:00,Delhi University,Boarding,10
2024-09-06,20:55:00,Chandni Chowk,Deboarding,7
2024-09-06,21:00:00,Hauz Khas,Boarding,6
2024-09-06,21:05:00,Karol Bagh,Boarding,20
2024-09-06,21:10:00,Red Fort,Boarding,4
2024-09-06,21:15:00,Karol Bagh,Boarding,28
2024-09-06,21:20:00,Delhi University,Deboarding,21
2024-09-06,21:25:00,Delhi University,Boarding,10
2024-09-06,21:30:00,India Gate,Deboarding,4
2024-09-06,21:35:00,Chandni Chowk,Deboarding,11
2024-09-06,21:40:00,Rajiv Chowk,Boarding,22
2024-09-06,21:45:00,Chandni Chowk,Boarding,10
2024-09-06,21:50:00,Gurgaon,Boarding,29
2024-09-06,21:55:00,Chandni Chowk,Deboarding,16
2024-09-06,22:00:00,Nehru Place,Deboarding,20
2024-09-06,22:05:00,Red Fort,Boarding,19
2024-09-06,22:10:00,Gurgaon,Deboarding,26
2024-09-06,22:15:00,Rajiv Chowk,Deboarding,6
2024-09-06,22:20:00,Connaught Place,Deboarding,8
2024-09-06,22:25:00,Chandni Chowk,Deboarding,9
2024-09-06,22:30:00,Rajiv Chowk,Boarding,22
2024-09-06,22:35:00,Rajiv Chowk,Deboarding,15
2024-09-06,22:40:00,Nehru Place,Deboarding,25
2024-09-06,22:45:00,Red Fort,Deboarding,18
2024-09-06,22:50:00,India Gate,Boarding,21
2024-09-06,22:55:00,Gurgaon,Boarding,27
2024-09-06,23:00:00,Red Fort,Boarding,29
2024-09-06,23:05:00,Delhi University,Boarding,9
2024-09-06,23:10:00,India Gate,Boarding,29
2024-09-06,23:15:00,Connaught Place,Boarding,27
2024-09-06,23:20:00,Gurgaon,Deboarding,25
2024-09-06,23:25:00,Gurgaon,Boarding,30
2024-09-06,23:30:00,Connaught Place,Deboarding,18
2024-09-06,23:35:00,Delhi University,Deboarding,21
2024-09-06,23:40:00,Karol Bagh,Deboarding,13
2024-09-06,23:45:00,Chandni Chowk,Deboarding,5
2024-09-06,23:50:00,Nehru Place,Boarding,13
2024-09-06,23:55:00,Rajiv Chowk,Boarding,22
2024-09-07,00:00:00,Chandni Chowk,Boarding,25
2024-09-07,00:05:00,Delhi University,Boarding,15
2024-09-07,00:10:00,Karol Bagh,Boarding,19
2024-09-07,00:15:00,Gurgaon,Boarding,24
2024-09-07,00:20:00,Nehru Place,Deboarding,2
2024-09-07,00:25:00,Chandni Chowk,Deboarding,8
2024-09-07,00:30:00,India Gate,Deboarding,12
2024-09-07,00:35:00,Chandni Chowk,Boarding,22
2024-09-07,00:40:00,Chandni Chowk,Deboarding,13
2024-09-07,00:45:00,Nehru Place,Deboarding,29
2024-09-07,00:50:00,Connaught Place,Boarding,21
2024-09-07,00:55:00,Rajiv Chowk,Boarding,23
2024-09-07,01:00:00,Delhi University,Deboarding,27
2024-09-07,01:05:00,Red Fort,Boarding,13
2024-09-07,01:10:00,Hauz Khas,Deboarding,19
2024-09-07,01:15:00,India Gate,Deboarding,13
2024-09-07,01:20:00,Chandni Chowk,Deboarding,12
2024-09-07,01:25:00,Rajiv Chowk,Deboarding,26
2024-09-07,01:30:00,Nehru Place,Boarding,17
2024-09-07,01:35:00,Karol Bagh,Deboarding,6
2024-09-07,01:40:00,Chandni Chowk,Boarding,17
2024-09-07,01:45:00,Red Fort,Boarding,5
2024-09-07,01:50:00,Karol Bagh,Boarding,12
2024-09-07,01:55:00,Gurgaon,Boarding,22
2024-09-07,02:00:00,Chandni Chowk,Deboarding,26
2024-09-07,02:05:00,Rajiv Chowk,Boarding,16
2024-09-07,02:10:00,Nehru Place,Deboarding,7
2024-09-07,02:15:00,Gurgaon,Boarding,21
2024-09-07,02:20:00,Hauz Khas,Boarding,8
2024-09-07,02:25:00,Connaught Place,Boarding,19
2024-09-07,02:30:00,Gurgaon,Boarding,5
2024-09-07,02:35:00,Delhi University,Boarding,29
2024-09-07,02:40:00,Gurgaon,Boarding,2
2024-09-07,02:45:00,Karol Bagh,Deboarding,30
2024-09-07,02:50:00,Karol Bagh,Deboarding,20
2024-09-07,02:55:00,Gurgaon,Boarding,29
2024-09-07,03:00:00,Red Fort,Boarding,7
2024-09-07,03:05:00,Nehru Place,Deboarding,28
2024-09-07,03:10:00,Nehru Place,Boarding,8
2024-09-07,03:15:00,Hauz Khas,Boarding,26
2024-09-07,03:20:00,Gurgaon,Boarding,20
2024-09-07,03:25:00,Delhi University,Deboarding,6
2024-09-07,03:30:00,Rajiv Chowk,Deboarding,20
2024-09-07,03:35:00,Gurgaon,Boarding,8
2024-09-07,03:40:00,Hauz Khas,Deboarding,5
2024-09-07,03:45:00,India Gate,Boarding,7
2024-09-07,03:50:00,Delhi University,Deboarding,27
2024-09-07,03:55:00,Karol Bagh,Boarding,6
2024-09-07,04:00:00,Nehru Place,Boarding,29
2024-09-07,04:05:00,Delhi University,Boarding,3
2024-09-07,04:10:00,Nehru Place,Boarding,29
2024-09-07,04:15:00,Gurgaon,Boarding,29
2024-09-07,04:20:00,Hauz Khas,Deboarding,12
2024-09-07,04:25:00,Connaught Place,Deboarding,8
2024-09-07,04:30:00,Nehru Place,Deboarding,12
2024-09-07,04:35:00,Gurgaon,Boarding,14
2024-09-07,04:40:00,Karol Bagh,Deboarding,16
2024-09-07,04:45:00,Chandni Chowk,Boarding,10
2024-09-07,04:50:00,Gurgaon,Deboarding,9
2024-09-07,04:55:00,Chandni Chowk,Boarding,23
2024-09-07,05:00:00,Connaught Place,Boarding,17
2024-09-07,05:05:00,Connaught Place,Deboarding,21
2024-09-07,05:10:00,Chandni Chowk,Deboarding,14
2024-09-07,05:15:00,Rajiv Chowk,Boarding,5
2024-09-07,05:20:00,Hauz Khas,Deboarding,9
2024-09-07,05:25:00,Delhi University,Deboarding,19
2024-09-07,05:30:00,Rajiv Chowk,Deboarding,22
2024-09-07,05:35:00,Hauz Khas,Boarding,14
2024-09-07,05:40:00,Delhi University,Deboarding,6
2024-09-07,05:45:00,Rajiv Chowk,Deboarding,9
2024-09-07,05:50:00,Red Fort,Deboarding,25
2024-09-07,05:55:00,Hauz Khas,Boarding,28
2024-09-07,06:00:00,India Gate,Boarding,15
2024-09-07,06:05:00,Karol Bagh,Boarding,7
2024-09-07,06:10:00,Delhi University,Deboarding,26
2024-09-07,06:15:00,Rajiv Chowk,Boarding,6
2024-09-07,06:20:00,Hauz Khas,Boarding,26
2024-09-07,06:25:00,India Gate,Boarding,16
2024-09-07,06:30:00,Gurgaon,Deboarding,3
2024-09-07,06:35:00,India Gate,Deboarding,8
2024-09-07,06:40:00,Rajiv Chowk,Boarding,20
2024-09-07,06:45:00,Connaught Place,Deboarding,30
2024-09-07,06:50:00,Hauz Khas,Deboarding,23
2024-09-07,06:55:00,Gurgaon,Boarding,25
2024-09-07,07:00:00,Karol Bagh,Deboarding,15
2024-09-07,07:05:00,Connaught Place,Boarding,28
2024-09-07,07:10:00,Delhi University,Deboarding,7
2024-09-07,07:15:00,Connaught Place,Boarding,20
2024-09-07,07:20:00,Karol Bagh,Boarding,12
2024-09-07,07:25:00,Chandni Chowk,Boarding,6
2024-09-07,07:30:00,India Gate,Deboarding,25
2024-09-07,07:35:00,Hauz Khas,Deboarding,22
2024-09-07,07:40:00,Hauz Khas,Deboarding,19
2024-09-07,07:45:00,Chandni Chowk,Boarding,24
2024-09-07,07:50:00,India Gate,Boarding,18
2024-09-07,07:55:00,Red Fort,Deboarding,12
2024-09-07,08:00:00,Red Fort,Boarding,20
2024-09-07,08:05:00,Chandni Chowk,Deboarding,30
2024-09-07,08:10:00,Hauz Khas,Boarding,9
2024-09-07,08:15:00,Karol Bagh,Deboarding,17
2024-09-07,08:20:00,India Gate,Boarding,17
2024-09-07,08:25:00,Red Fort,Deboarding,4
2024-09-07,08:30:00,Delhi University,Deboarding,29
2024-09-07,08:35:00,Delhi University,Deboarding,23
2024-09-07,08:40:00,Nehru Place,Deboarding,19
2024-09-07,08:45:00,Nehru Place,Boarding,25
2024-09-07,08:50:00,Rajiv Chowk,Deboarding,22
2024-09-07,08:55:00,Nehru Place,Boarding,16
2024-09-07,09:00:00,India Gate,Deboarding,3
2024-09-07,09:05:00,Hauz Khas,Boarding,22
2024-09-07,09:10:00,Chandni Chowk,Deboarding,14
2024-09-07,09:15:00,Rajiv Chowk,Boarding,23
2024-09-07,09:20:00,Red Fort,Boarding,10
2024-09-07,09:25:00,India Gate,Deboarding,22
2024-09-07,09:30:00,Rajiv Chowk,Boarding,18
2024-09-07,09:35:00,Karol Bagh,Deboarding,11
2024-09-07,09:40:00,Rajiv Chowk,Boarding,29
2024-09-07,09:45:00,Gurgaon,Deboarding,6
2024-09-07,09:50:00,Chandni Chowk,Deboarding,24
2024-09-07,09:55:00,Chandni Chowk,Boarding,24
2024-09-07,10:00:00,Chandni Chowk,Deboarding,7
2024-09-07,10:05:00,Chandni Chowk,Boarding,27
2024-09-07,10:10:00,Chandni Chowk,Deboarding,5
2024-09-07,10:15:00,India Gate,Boarding,30
2024-09-07,10:20:00,India Gate,Deboarding,20
2024-09-07,10:25:00,Connaught Place,Boarding,28
2024-09-07,10:30:00,Nehru Place,Deboarding,20
2024-09-07,10:35:00,Rajiv Chowk,Deboarding,29
2024-09-07,10:40:00,Gurgaon,Deboarding,16
2024-09-07,10:45:00,Karol Bagh,Deboarding,13
2024-09-07,10:50:00,Chandni Chowk,Boarding,2
2024-09-07,10:55:00,Delhi University,Deboarding,16
2024-09-07,11:00:00,Delhi University,Boarding,17
2024-09-07,11:05:00,Rajiv Chowk,Deboarding,28
2024-09-07,11:10:00,Karol Bagh,Deboarding,4
2024-09-07,11:15:00,Delhi University,Deboarding,11
2024-09-07,11:20:00,Connaught Place,Boarding,22
2024-09-07,11:25:00,Chandni Chowk,Deboarding,19
2024-09-07,11:30:00,India Gate,Deboarding,12
2024-09-07,11:35:00,Gurgaon,Deboarding,6
2024-09-07,11:40:00,Delhi University,Deboarding,8
2024-09-07,11:45:00,Red Fort,Deboarding,20
2024-09-07,11:50:00,Rajiv Chowk,Deboarding,6
2024-09-07,11:55:00,Nehru Place,Deboarding,7
2024-09-07,12:00:00,Hauz Khas,Deboarding,12
2024-09-07,12:05:00,Hauz Khas,Deboarding,15
2024-09-07,12:10:00,Karol Bagh,Boarding,19
2024-09-07,12:15:00,Chandni Chowk,Boarding,24
2024-09-07,12:20:00,Red Fort,Boarding,18
2024-09-07,12:25:00,Hauz Khas,Deboarding,7
2024-09-07,12:30:00,Karol Bagh,Boarding,16
2024-09-07,12:35:00,Connaught Place,Boarding,14
2024-09-07,12:40:00,Nehru Place,Boarding,29
2024-09-07,12:45:00,Delhi University,Deboarding,26
2024-09-07,12:50:00,Nehru Place,Deboarding,9
2024-09-07,12:55:00,Delhi University,Boarding,13
2024-09-07,13:00:00,India Gate,Boarding,2
2024-09-07,13:05:00,Chandni Chowk,Deboarding,16
2024-09-07,13:10:00,India Gate,Deboarding,24
2024-09-07,13:15:00,Rajiv Chowk,Deboarding,12
2024-09-07,13:20:00,Rajiv Chowk,Deboarding,12
2024-09-07,13:25:00,Connaught Place,Deboarding,4
2024-09-07,13:30:00,Rajiv Chowk,Boarding,19
2024-09-07,13:35:00,Gurgaon,Boarding,25
2024-09-07,13:40:00,Red Fort,Deboarding,11
2024-09-07,13:45:00,Delhi University,Deboarding,25
2024-09-07,13:50:00,Nehru Place,Boarding,13
2024-09-07,13:55:00,Gurgaon,Deboarding,15
2024-09-07,14:00:00,Karol Bagh,Boarding,21
2024-09-07,14:05:00,Rajiv Chowk,Deboarding,21
2024-09-07,14:10:00,Gurgaon,Deboarding,28
2024-09-07,14:15:00,India Gate,Boarding,6
2024-09-07,14:20:00,Rajiv Chowk,Boarding,11
2024-09-07,14:25:00,Rajiv Chowk,Deboarding,23
2024-09-07,14:30:00,Red Fort,Deboarding,9
2024-09-07,14:35:00,Nehru Place,Deboarding,24
2024-09-07,14:40:00,Gurgaon,Deboarding,14
2024-09-07,14:45:00,Karol Bagh,Boarding,28
2024-09-07,14:50:00,Connaught Place,Boarding,24
2024-09-07,14:55:00,Chandni Chowk,Deboarding,24
2024-09-07,15:00:00,India Gate,Boarding,6
2024-09-07,15:05:00,Hauz Khas,Boarding,4
2024-09-07,15:10:00,India Gate,Deboarding,18
2024-09-07,15:15:00,Connaught Place,Boarding,25
2024-09-07,15:20:00,Hauz Khas,Boarding,4
2024-09-07,15:25:00,Red Fort,Boarding,3
2024-09-07,15:30:00,Hauz Khas,Deboarding,8
2024-09-07,15:35:00,Chandni Chowk,Deboarding,15
2024-09-07,15:40:00,Karol Bagh,Boarding,17
2024-09-07,15:45:00,Karol Bagh,Boarding,2
2024-09-07,15:50:00,Rajiv Chowk,Deboarding,28
2024-09-07,15:55:00,Nehru Place,Deboarding,28
2024-09-07,16:00:00,Delhi University,Deboarding,18
2024-09-07,16:05:00,Nehru Place,Boarding,23
2024-09-07,16:10:00,Delhi University,Boarding,19
2024-09-07,16:15:00,Gurgaon,Deboarding,21
2024-09-07,16:20:00,Gurgaon,Deboarding,17
2024-09-07,16:25:00,Delhi University,Deboarding,30
2024-09-07,16:30:00,Rajiv Chowk,Deboarding,18
2024-09-07,16:35:00,Chandni Chowk,Boarding,15
2024-09-07,16:40:00,Red Fort,Deboarding,14
2024-09-07,16:45:00,Red Fort,Boarding,10
2024-09-07,16:50:00,Connaught Place,Boarding,17
2024-09-07,16:55:00,Karol Bagh,Deboarding,10
2024-09-07,17:00:00,Nehru Place,Boarding,23
2024-09-07,17:05:00,Nehru Place,Deboarding,10
2024-09-07,17:10:00,Connaught Place,Deboarding,26
2024-09-07,17:15:00,Red Fort,Boarding,26
2024-09-07,17:20:00,Connaught Place,Deboarding,7
2024-09-07,17:25:00,Hauz Khas,Deboarding,13
2024-09-07,17:30:00,Chandni Chowk,Boarding,23
2024-09-07,17:35:00,Hauz Khas,Deboarding,8
2024-09-07,17:40:00,Red Fort,Boarding,14
2024-09-07,17:45:00,Chandni Chowk,Deboarding,10
2024-09-07,17:50:00,Delhi University,Deboarding,14
2024-09-07,17:55:00,Chandni Chowk,Boarding,6
2024-09-07,18:00:00,Karol Bagh,Deboarding,4
2024-09-07,18:05:00,Nehru Place,Deboarding,9
2024-09-07,18:10:00,Gurgaon,Deboarding,7
2024-09-07,18:15:00,Rajiv Chowk,Boarding,5
2024-09-07,18:20:00,Connaught Place,Boarding,6
2024-09-07,18:25:00,India Gate,Deboarding,9
2024-09-07,18:30:00,Karol Bagh,Deboarding,24
2024-09-07,18:35:00,Connaught Place,Boarding,3
2024-09-07,18:40:00,Karol Bagh,Boarding,16
2024-09-07,18:45:00,Chandni Chowk,Deboarding,14
2024-09-07,18:50:00,Red Fort,Deboarding,12
2024-09-07,18:55:00,Nehru Place,Boarding,11
2024-09-07,19:00:00,India Gate,Boarding,2
2024-09-07,19:05:00,Red Fort,Deboarding,3
2024-09-07,19:10:00,Delhi University,Deboarding,6
2024-09-07,19:15:00,Chandni Chowk,Deboarding,27
2024-09-07,19:20:00,Hauz Khas,Boarding,4
2024-09-07,19:25:00,Chandni Chowk,Deboarding,25
2024-09-07,19:30:00,Nehru Place,Boarding,24
2024-09-07,19:35:00,Connaught Place,Boarding,15
2024-09-07,19:40:00,India Gate,Boarding,16
2024-09-07,19:45:00,Hauz Khas,Deboarding,30
2024-09-07,19:50:00,Rajiv Chowk,Boarding,21
2024-09-07,19:55:00,Connaught Place,Boarding,9
2024-09-07,20:00:00,Nehru Place,Deboarding,7
2024-09-07,20:05:00,Rajiv Chowk,Boarding,28
2024-09-07,20:10:00,Chandni Chowk,Boarding,8
2024-09-07,20:15:00,Hauz Khas,Deboarding,1
2024-09-07,20:20:00,Karol Bagh,Deboarding,19
2024-09-07,20:25:00,India Gate,Deboarding,26
2024-09-07,20:30:00,Chandni Chowk,Boarding,2
2024-09-07,20:35:00,Gurgaon,Deboarding,23
2024-09-07,20:40:00,Gurgaon,Boarding,12
2024-09-07,20:45:00,India Gate,Boarding,6
2024-09-07,20:50:00,Nehru Place,Boarding,22
2024-09-07,20:55:00,Gurgaon,Deboarding,30
2024-09-07,21:00:00,Connaught Place,Boarding,12
2024-09-07,21:05:00,Karol Bagh,Boarding,5
2024-09-07,21:10:00,Nehru Place,Boarding,11
2024-09-07,21:15:00,Delhi University,Deboarding,26
2024-09-07,21:20:00,Nehru Place,Boarding,1
2024-09-07,21:25:00,Hauz Khas,Deboarding,24
2024-09-07,21:30:00,Karol Bagh,Deboarding,29
2024-09-07,21:35:00,Connaught Place,Deboarding,23
2024-09-07,21:40:00,Nehru Place,Deboarding,18
2024-09-07,21:45:00,Nehru Place,Boarding,19
2024-09-07,21:50:00,Karol Bagh,Deboarding,11
2024-09-07,21:55:00,Nehru Place,Deboarding,28
2024-09-07,22:00:00,Gurgaon,Boarding,3
2024-09-07,22:05:00,Delhi University,Boarding,15
2024-09-07,22:10:00,Red Fort,Deboarding,18
2024-09-07,22:15:00,Rajiv Chowk,Deboarding,1
2024-09-07,22:20:00,Delhi University,Deboarding,24
2024-09-07,22:25:00,Karol Bagh,Boarding,20
2024-09-07,22:30:00,Rajiv Chowk,Boarding,11
2024-09-07,22:35:00,India Gate,Deboarding,7
2024-09-07,22:40:00,Delhi University,Deboarding,25
2024-09-07,22:45:00,Delhi University,Boarding,20
2024-09-07,22:50:00,Red Fort,Deboarding,14
2024-09-07,22:55:00,Rajiv Chowk,Boarding,4
2024-09-07,23:00:00,Delhi University,Boarding,2
2024-09-07,23:05:00,Karol Bagh,Boarding,28
2024-09-07,23:10:00,Connaught Place,Boarding,4
2024-09-07,23:15:00,Nehru Place,Boarding,4
2024-09-07,23:20:00,Connaught Place,Deboarding,22
2024-09-07,23:25:00,Nehru Place,Deboarding,2
2024-09-07,23:30:00,Rajiv Chowk,Boarding,20
2024-09-07,23:35:00,India Gate,Boarding,30
2024-09-07,23:40:00,Chandni Chowk,Deboarding,30
2024-09-07,23:45:00,India Gate,Deboarding,26
2024-09-07,23:50:00,Connaught Place,Deboarding,18
2024-09-07,23:55:00,Hauz Khas,Deboarding,26
2024-09-08,00:00:00,Connaught Place,Deboarding,17
2024-09-08,00:05:00,Connaught Place,Boarding,27
2024-09-08,00:10:00,Red Fort,Boarding,7
2024-09-08,00:15:00,Delhi University,Boarding,4
2024-09-08,00:20:00,Chandni Chowk,Deboarding,7
2024-09-08,00:25:00,Chandni Chowk,Boarding,19
2024-09-08,00:30:00,Karol Bagh,Deboarding,24
2024-09-08,00:35:00,India Gate,Deboarding,22
2024-09-08,00:40:00,Nehru Place,Deboarding,29
2024-09-08,00:45:00,India Gate,Boarding,26
2024-09-08,00:50:00,Karol Bagh,Deboarding,17
2024-09-08,00:55:00,Rajiv Chowk,Boarding,18
2024-09-08,01:00:00,Gurgaon,Deboarding,30
2024-09-08,01:05:00,Rajiv Chowk,Deboarding,18
2024-09-08,01:10:00,Rajiv Chowk,Deboarding,14
2024-09-08,01:15:00,Hauz Khas,Deboarding,20
2024-09-08,01:20:00,Chandni Chowk,Boarding,13
2024-09-08,01:25:00,Delhi University,Deboarding,12
2024-09-08,01:30:00,Nehru Place,Deboarding,13
2024-09-08,01:35:00,Connaught Place,Boarding,10
2024-09-08,01:40:00,Gurgaon,Boarding,17
2024-09-08,01:45:00,Karol Bagh,Deboarding,1
2024-09-08,01:50:00,Red Fort,Boarding,7
2024-09-08,01:55:00,Rajiv Chowk,Boarding,25
2024-09-08,02:00:00,Red Fort,Boarding,4
2024-09-08,02:05:00,Connaught Place,Deboarding,12
2024-09-08,02:10:00,Karol Bagh,Boarding,9
2024-09-08,02:15:00,Rajiv Chowk,Boarding,8
2024-09-08,02:20:00,Red Fort,Deboarding,3
2024-09-08,02:25:00,Gurgaon,Deboarding,19
2024-09-08,02:30:00,Chandni Chowk,Boarding,24
2024-09-08,02:35:00,Rajiv Chowk,Deboarding,6
2024-09-08,02:40:00,Nehru Place,Boarding,20
2024-09-08,02:45:00,Red Fort,Boarding,24
2024-09-08,02:50:00,Gurgaon,Deboarding,3
2024-09-08,02:55:00,Connaught Place,Deboarding,12
2024-09-08,03:00:00,Hauz Khas,Deboarding,30
2024-09-08,03:05:00,India Gate,Boarding,24
2024-09-08,03:10:00,Gurgaon,Boarding,21
2024-09-08,03:15:00,Hauz Khas,Boarding,10
2024-09-08,03:20:00,Delhi University,Boarding,11
2024-09-08,03:25:00,Delhi University,Boarding,11
2024-09-08,03:30:00,Delhi University,Boarding,5
2024-09-08,03:35:00,Connaught Place,Deboarding,15
2024-09-08,03:40:00,Gurgaon,Boarding,8
2024-09-08,03:45:00,Hauz Khas,Deboarding,26
2024-09-08,03:50:00,Hauz Khas,Boarding,5
2024-09-08,03:55:00,Rajiv Chowk,Boarding,16
2024-09-08,04:00:00,Gurgaon,Boarding,18
2024-09-08,04:05:00,Hauz Khas,Deboarding,3
2024-09-08,04:10:00,Hauz Khas,Deboarding,25
2024-09-08,04:15:00,Karol Bagh,Boarding,16
2024-09-08,04:20:00,Delhi University,Boarding,16
2024-09-08,04:25:00,Hauz Khas,Boarding,18
2024-09-08,04:30:00,Gurgaon,Boarding,8
2024-09-08,04:35:00,India Gate,Deboarding,25
2024-09-08,04:40:00,Hauz Khas,Deboarding,22
2024-09-08,04:45:00,Gurgaon,Boarding,4
2024-09-08,04:50:00,Hauz Khas,Deboarding,12
2024-09-08,04:55:00,Rajiv Chowk,Boarding,11
2024-09-08,05:00:00,Rajiv Chowk,Boarding,25
2024-09-08,05:05:00,Red Fort,Boarding,12
2024-09-08,05:10:00,Gurgaon,Deboarding,20
2024-09-08,05:15:00,Karol Bagh,Deboarding,2
2024-09-08,05:20:00,Chandni Chowk,Boarding,22
2024-09-08,05:25:00,Rajiv Chowk,Boarding,25
2024-09-08,05:30:00,India Gate,Boarding,24
2024-09-08,05:35:00,Connaught Place,Boarding,20
2024-09-08,05:40:00,Karol Bagh,Deboarding,1
2024-09-08,05:45:00,Rajiv Chowk,Boarding,10
2024-09-08,05:50:00,Nehru Place,Deboarding,1
2024-09-08,05:55:00,Rajiv Chowk,Boarding,24
2024-09-08,06:00:00,Delhi University,Boarding,7
2024-09-08,06:05:00,Delhi University,Deboarding,18
